type,code,codeIsin,date
SEC,CHRI10Y,null,2013-10-03T08:00:00Z,1
SEC,CHRI10Y,null,2013-10-04T08:00:00Z,1
SEC,CHRI10Y,null,2013-10-07T08:00:00Z,1
SEC,CHRI10Y,null,2014-01-31T09:00:00Z,1
SEC,CHRI10Y,null,2014-02-03T09:00:00Z,1
SEC,CHRI10Y,null,2014-02-05T09:00:00Z,1
SEC,CHRI10Y,null,2014-02-06T09:00:00Z,1
SEC,CHRI10Y,null,2014-04-07T08:00:00Z,1
SEC,CHRI10Y,null,2014-05-02T08:00:00Z,1
SEC,CHRI10Y,null,2014-06-02T08:00:00Z,1
SEC,CHRI10Y,null,2014-09-08T08:00:00Z,1
SEC,CHRI10Y,null,2014-10-01T08:00:00Z,1
SEC,CHRI10Y,null,2014-10-02T08:00:00Z,1
SEC,CHRI10Y,null,2014-10-03T08:00:00Z,1
SEC,CHRI10Y,null,2014-10-06T08:00:00Z,1
SEC,CHRI10Y,null,2014-10-07T08:00:00Z,1
SEC,CHRI10Y,null,2015-01-02T09:00:00Z,1
SEC,CHRI10Y,null,2015-02-18T09:00:00Z,1
SEC,CHRI10Y,null,2015-02-20T09:00:00Z,1
SEC,CHRI10Y,null,2015-02-23T09:00:00Z,1
SEC,CHRI10Y,null,2015-02-24T09:00:00Z,1
SEC,CHRI10Y,null,2015-06-22T08:00:00Z,1
SEC,CHRI10Y,null,2015-09-03T08:00:00Z,1
SEC,CHRI10Y,null,2015-09-04T08:00:00Z,1
SEC,CHRI10Y,null,2015-10-01T08:00:00Z,1
SEC,CHRI10Y,null,2015-10-02T08:00:00Z,1
SEC,CHRI10Y,null,2015-10-05T08:00:00Z,1
SEC,CHRI10Y,null,2015-10-06T08:00:00Z,1
SEC,CHRI10Y,null,2015-10-07T08:00:00Z,1
SEC,CHRI10Y,null,2016-02-08T09:00:00Z,1
SEC,CHRI10Y,null,2016-02-09T09:00:00Z,1
SEC,CHRI10Y,null,2016-02-10T09:00:00Z,1
SEC,CHRI10Y,null,2016-02-11T09:00:00Z,1
SEC,CHRI10Y,null,2016-02-12T09:00:00Z,1
SEC,CHRI10Y,null,2016-05-02T08:00:00Z,1
SEC,CHRI10Y,null,2016-06-09T08:00:00Z,1
SEC,CHRI10Y,null,2016-06-10T08:00:00Z,1
SEC,CHRI10Y,null,2016-10-03T08:00:00Z,1
SEC,CHRI10Y,null,2016-10-04T08:00:00Z,1
SEC,CHRI10Y,null,2016-10-05T08:00:00Z,1
SEC,CHRI10Y,null,2016-10-06T08:00:00Z,1
SEC,CHRI10Y,null,2016-10-07T08:00:00Z,1
SEC,UKRI10Y,null,2010-12-27T09:00:00Z,1
SEC,UKRI10Y,null,2010-12-28T09:00:00Z,1
SEC,UKRI10Y,null,2011-01-03T09:00:00Z,1
SEC,UKRI10Y,null,2011-04-29T08:00:00Z,1
SEC,UKRI10Y,null,2011-05-02T08:00:00Z,1
SEC,UKRI10Y,null,2011-05-30T08:00:00Z,1
SEC,UKRI10Y,null,2011-08-29T08:00:00Z,1
SEC,UKRI10Y,null,2011-12-27T09:00:00Z,1
SEC,UKRI10Y,null,2012-01-02T09:00:00Z,1
SEC,UKRI10Y,null,2012-06-05T08:00:00Z,1
SEC,UKRI10Y,null,2015-05-04T08:00:00Z,1
SEC,UKRI10Y,null,2015-05-25T08:00:00Z,1
SEC,UKRI10Y,null,2015-12-28T09:00:00Z,1
SEC,UKRI10Y,null,2016-05-02T08:00:00Z,1
SEC,UKRI10Y,null,2016-05-30T08:00:00Z,1
SEC,UKRI10Y,null,2016-08-29T08:00:00Z,1
SEC,SPRI1M,null,2010-10-29T08:00:00Z,20
SEC,SPRI1M,null,2010-11-01T09:00:00Z,20
SEC,SPRI1M,null,2010-11-02T09:00:00Z,20
SEC,SPRI1M,null,2010-11-03T09:00:00Z,20
SEC,SPRI1M,null,2010-11-04T09:00:00Z,20
SEC,SPRI1M,null,2010-11-05T09:00:00Z,20
SEC,SPRI1M,null,2010-11-08T09:00:00Z,20
SEC,SPRI1M,null,2010-11-09T09:00:00Z,20
SEC,SPRI1M,null,2010-11-10T09:00:00Z,20
SEC,SPRI1M,null,2010-11-11T09:00:00Z,20
SEC,SPRI1M,null,2010-12-24T09:00:00Z,1
SEC,SPRI1M,null,2010-12-31T09:00:00Z,1
SEC,SPRI1M,null,2011-02-11T09:00:00Z,1
SEC,SPRI1M,null,2011-02-14T09:00:00Z,1
SEC,SPRI1M,null,2011-03-18T09:00:00Z,1
SEC,SPRI1M,null,2011-04-29T08:00:00Z,1
SEC,SPRI1M,null,2011-05-13T08:00:00Z,1
SEC,DJI,null,2010-11-25T09:00:00Z,1
SEC,DJI,null,2010-12-24T09:00:00Z,1
SEC,DJI,null,2011-01-17T09:00:00Z,1
SEC,DJI,null,2011-02-21T09:00:00Z,1
SEC,DJI,null,2011-05-30T08:00:00Z,1
SEC,DJI,null,2011-07-04T08:00:00Z,1
SEC,DJI,null,2011-09-05T08:00:00Z,1
SEC,DJI,null,2011-11-24T09:00:00Z,1
SEC,DJI,null,2012-01-02T09:00:00Z,1
SEC,DJI,null,2012-01-16T09:00:00Z,1
SEC,DJI,null,2012-02-20T09:00:00Z,1
SEC,DJI,null,2012-05-28T08:00:00Z,1
SEC,DJI,null,2012-07-04T08:00:00Z,1
SEC,DJI,null,2012-09-03T08:00:00Z,1
SEC,DJI,null,2012-10-29T09:00:00Z,1
SEC,DJI,null,2012-11-22T09:00:00Z,1
SEC,DJI,null,2013-01-21T09:00:00Z,1
SEC,DJI,null,2013-02-18T09:00:00Z,1
SEC,DJI,null,2013-05-27T08:00:00Z,1
SEC,DJI,null,2013-07-04T08:00:00Z,1
SEC,DJI,null,2013-09-02T08:00:00Z,1
SEC,DJI,null,2013-11-28T09:00:00Z,1
SEC,DJI,null,2014-01-20T09:00:00Z,1
SEC,DJI,null,2014-02-17T09:00:00Z,1
SEC,DJI,null,2014-05-26T08:00:00Z,1
SEC,DJI,null,2014-07-04T08:00:00Z,1
SEC,DJI,null,2014-09-01T08:00:00Z,1
SEC,DJI,null,2014-11-27T09:00:00Z,1
SEC,DJI,null,2015-01-19T09:00:00Z,1
SEC,DJI,null,2015-02-16T09:00:00Z,1
SEC,DJI,null,2015-05-25T08:00:00Z,1
SEC,DJI,null,2015-07-03T08:00:00Z,1
SEC,DJI,null,2015-09-07T08:00:00Z,1
SEC,DJI,null,2015-11-26T09:00:00Z,1
SEC,DJI,null,2016-01-18T09:00:00Z,1
SEC,DJI,null,2016-02-15T09:00:00Z,1
SEC,DJI,null,2016-05-30T08:00:00Z,1
SEC,DJI,null,2016-07-04T08:00:00Z,1
SEC,DJI,null,2016-09-05T08:00:00Z,1
SEC,INX,null,2010-11-25T09:00:00Z,1
SEC,INX,null,2010-12-24T09:00:00Z,1
SEC,INX,null,2011-01-17T09:00:00Z,1
SEC,INX,null,2011-02-21T09:00:00Z,1
SEC,INX,null,2011-05-30T08:00:00Z,1
SEC,INX,null,2011-07-04T08:00:00Z,1
SEC,INX,null,2011-09-05T08:00:00Z,1
SEC,INX,null,2011-11-24T09:00:00Z,1
SEC,INX,null,2012-01-02T09:00:00Z,1
SEC,INX,null,2012-01-16T09:00:00Z,1
SEC,INX,null,2012-02-20T09:00:00Z,1
SEC,INX,null,2012-05-28T08:00:00Z,1
SEC,INX,null,2012-07-04T08:00:00Z,1
SEC,INX,null,2012-09-03T08:00:00Z,1
SEC,INX,null,2012-10-29T09:00:00Z,1
SEC,INX,null,2012-10-30T09:00:00Z,1
SEC,INX,null,2012-11-22T09:00:00Z,1
SEC,INX,null,2013-01-21T09:00:00Z,1
SEC,INX,null,2013-02-18T09:00:00Z,1
SEC,INX,null,2013-05-27T08:00:00Z,1
SEC,INX,null,2013-07-04T08:00:00Z,1
SEC,INX,null,2013-09-02T08:00:00Z,1
SEC,INX,null,2013-11-28T09:00:00Z,1
SEC,INX,null,2014-01-20T09:00:00Z,1
SEC,INX,null,2014-02-17T09:00:00Z,1
SEC,INX,null,2014-05-26T08:00:00Z,1
SEC,INX,null,2014-07-04T08:00:00Z,1
SEC,INX,null,2014-09-01T08:00:00Z,1
SEC,INX,null,2014-11-27T09:00:00Z,1
SEC,INX,null,2015-01-19T09:00:00Z,1
SEC,INX,null,2015-02-16T09:00:00Z,1
SEC,INX,null,2015-05-25T08:00:00Z,1
SEC,INX,null,2015-07-03T08:00:00Z,1
SEC,INX,null,2015-07-28T08:00:00Z,1
SEC,INX,null,2015-09-07T08:00:00Z,1
SEC,INX,null,2015-11-26T09:00:00Z,1
SEC,INX,null,2016-01-18T09:00:00Z,1
SEC,INX,null,2016-02-15T09:00:00Z,1
SEC,INX,null,2016-05-30T08:00:00Z,1
SEC,INX,null,2016-07-04T08:00:00Z,1
SEC,INX,null,2016-09-05T08:00:00Z,1
SEC,UKX,null,2010-12-27T09:00:00Z,1
SEC,UKX,null,2010-12-28T09:00:00Z,1
SEC,UKX,null,2011-01-03T09:00:00Z,1
SEC,UKX,null,2011-04-29T08:00:00Z,1
SEC,UKX,null,2011-05-02T08:00:00Z,1
SEC,UKX,null,2011-05-30T08:00:00Z,1
SEC,UKX,null,2011-08-29T08:00:00Z,1
SEC,UKX,null,2011-12-27T09:00:00Z,1
SEC,UKX,null,2012-01-02T09:00:00Z,1
SEC,UKX,null,2012-05-07T08:00:00Z,1
SEC,UKX,null,2012-06-04T08:00:00Z,1
SEC,UKX,null,2012-06-05T08:00:00Z,1
SEC,UKX,null,2012-08-27T08:00:00Z,1
SEC,UKX,null,2013-05-06T08:00:00Z,1
SEC,UKX,null,2013-05-27T08:00:00Z,1
SEC,UKX,null,2013-08-26T08:00:00Z,1
SEC,UKX,null,2014-05-05T08:00:00Z,1
SEC,UKX,null,2014-05-26T08:00:00Z,1
SEC,UKX,null,2014-08-25T08:00:00Z,1
SEC,UKX,null,2015-01-02T09:00:00Z,1
SEC,UKX,null,2015-05-04T08:00:00Z,1
SEC,UKX,null,2015-05-25T08:00:00Z,1
SEC,UKX,null,2015-08-31T08:00:00Z,1
SEC,UKX,null,2015-12-28T09:00:00Z,1
SEC,UKX,null,2016-05-02T08:00:00Z,1
SEC,UKX,null,2016-05-30T08:00:00Z,1
SEC,UKX,null,2016-08-29T08:00:00Z,1
SEC,NDX,null,2010-11-25T09:00:00Z,1
SEC,NDX,null,2010-12-24T09:00:00Z,1
SEC,NDX,null,2011-01-17T09:00:00Z,1
SEC,NDX,null,2011-02-21T09:00:00Z,1
SEC,NDX,null,2011-05-30T08:00:00Z,1
SEC,NDX,null,2011-07-04T08:00:00Z,1
SEC,NDX,null,2011-09-05T08:00:00Z,1
SEC,NDX,null,2011-11-24T09:00:00Z,1
SEC,NDX,null,2012-01-02T09:00:00Z,1
SEC,NDX,null,2012-01-16T09:00:00Z,1
SEC,NDX,null,2012-02-20T09:00:00Z,1
SEC,NDX,null,2012-05-28T08:00:00Z,1
SEC,NDX,null,2012-07-04T08:00:00Z,1
SEC,NDX,null,2012-09-03T08:00:00Z,1
SEC,NDX,null,2012-10-29T09:00:00Z,1
SEC,NDX,null,2012-10-30T09:00:00Z,1
SEC,NDX,null,2012-11-22T09:00:00Z,1
SEC,NDX,null,2013-01-21T09:00:00Z,1
SEC,NDX,null,2013-02-18T09:00:00Z,1
SEC,NDX,null,2013-05-27T08:00:00Z,1
SEC,NDX,null,2013-07-04T08:00:00Z,1
SEC,NDX,null,2013-09-02T08:00:00Z,1
SEC,NDX,null,2013-11-28T09:00:00Z,1
SEC,NDX,null,2014-01-20T09:00:00Z,1
SEC,NDX,null,2014-02-17T09:00:00Z,1
SEC,NDX,null,2014-05-26T08:00:00Z,1
SEC,NDX,null,2014-07-04T08:00:00Z,1
SEC,NDX,null,2014-09-01T08:00:00Z,1
SEC,NDX,null,2014-11-27T09:00:00Z,1
SEC,NDX,null,2015-01-19T09:00:00Z,1
SEC,NDX,null,2015-02-16T09:00:00Z,1
SEC,NDX,null,2015-05-25T08:00:00Z,1
SEC,NDX,null,2015-07-03T08:00:00Z,1
SEC,NDX,null,2015-09-07T08:00:00Z,1
SEC,NDX,null,2015-11-26T09:00:00Z,1
SEC,NDX,null,2016-01-18T09:00:00Z,1
SEC,NDX,null,2016-02-15T09:00:00Z,1
SEC,NDX,null,2016-05-30T08:00:00Z,1
SEC,NDX,null,2016-07-04T08:00:00Z,1
SEC,NDX,null,2016-09-05T08:00:00Z,1
SEC,NI225,null,2010-11-03T09:00:00Z,1
SEC,NI225,null,2010-11-23T09:00:00Z,1
SEC,NI225,null,2010-12-23T09:00:00Z,1
SEC,NI225,null,2010-12-31T09:00:00Z,1
SEC,NI225,null,2011-01-03T09:00:00Z,1
SEC,NI225,null,2011-01-10T09:00:00Z,1
SEC,NI225,null,2011-02-11T09:00:00Z,1
SEC,NI225,null,2011-03-21T09:00:00Z,1
SEC,NI225,null,2011-04-29T08:00:00Z,1
SEC,NI225,null,2011-05-03T08:00:00Z,1
SEC,NI225,null,2011-05-04T08:00:00Z,1
SEC,NI225,null,2011-05-05T08:00:00Z,1
SEC,NI225,null,2011-07-18T08:00:00Z,1
SEC,NI225,null,2011-09-19T08:00:00Z,1
SEC,NI225,null,2011-09-23T08:00:00Z,1
SEC,NI225,null,2011-10-10T08:00:00Z,1
SEC,NI225,null,2011-11-03T09:00:00Z,1
SEC,NI225,null,2011-11-23T09:00:00Z,1
SEC,NI225,null,2011-12-23T09:00:00Z,1
SEC,NI225,null,2012-01-02T09:00:00Z,1
SEC,NI225,null,2012-01-03T09:00:00Z,1
SEC,NI225,null,2012-01-09T09:00:00Z,1
SEC,NI225,null,2012-03-20T09:00:00Z,1
SEC,NI225,null,2012-04-30T08:00:00Z,1
SEC,NI225,null,2012-05-03T08:00:00Z,1
SEC,NI225,null,2012-05-04T08:00:00Z,1
SEC,NI225,null,2012-07-16T08:00:00Z,1
SEC,NI225,null,2012-09-17T08:00:00Z,1
SEC,NI225,null,2012-10-08T08:00:00Z,1
SEC,NI225,null,2012-11-23T09:00:00Z,1
SEC,NI225,null,2012-12-24T09:00:00Z,1
SEC,NI225,null,2012-12-31T09:00:00Z,1
SEC,NI225,null,2013-01-02T09:00:00Z,1
SEC,NI225,null,2013-01-03T09:00:00Z,1
SEC,NI225,null,2013-01-14T09:00:00Z,1
SEC,NI225,null,2013-02-11T09:00:00Z,1
SEC,NI225,null,2013-03-01T09:00:00Z,1
SEC,NI225,null,2013-03-20T09:00:00Z,1
SEC,NI225,null,2013-04-29T08:00:00Z,1
SEC,NI225,null,2013-05-03T08:00:00Z,1
SEC,NI225,null,2013-05-06T08:00:00Z,1
SEC,NI225,null,2013-07-15T08:00:00Z,1
SEC,NI225,null,2013-09-16T08:00:00Z,1
SEC,NI225,null,2013-10-14T08:00:00Z,1
SEC,NI225,null,2013-11-04T09:00:00Z,1
SEC,NI225,null,2013-12-23T09:00:00Z,1
SEC,NI225,null,2013-12-24T09:00:00Z,1
SEC,NI225,null,2013-12-31T09:00:00Z,1
SEC,NI225,null,2014-01-02T09:00:00Z,1
SEC,NI225,null,2014-01-03T09:00:00Z,1
SEC,NI225,null,2014-01-13T09:00:00Z,1
SEC,NI225,null,2014-02-11T09:00:00Z,1
SEC,NI225,null,2014-03-21T09:00:00Z,1
SEC,NI225,null,2014-04-29T08:00:00Z,1
SEC,NI225,null,2014-05-05T08:00:00Z,1
SEC,NI225,null,2014-05-06T08:00:00Z,1
SEC,NI225,null,2014-07-21T08:00:00Z,1
SEC,NI225,null,2014-09-15T08:00:00Z,1
SEC,NI225,null,2014-09-23T08:00:00Z,1
SEC,NI225,null,2014-10-13T08:00:00Z,1
SEC,NI225,null,2014-11-03T09:00:00Z,1
SEC,NI225,null,2014-11-24T09:00:00Z,1
SEC,NI225,null,2014-12-23T09:00:00Z,1
SEC,NI225,null,2014-12-31T09:00:00Z,1
SEC,NI225,null,2015-01-02T09:00:00Z,1
SEC,NI225,null,2015-01-12T09:00:00Z,1
SEC,NI225,null,2015-02-11T09:00:00Z,1
SEC,NI225,null,2015-04-29T08:00:00Z,1
SEC,NI225,null,2015-05-04T08:00:00Z,1
SEC,NI225,null,2015-05-05T08:00:00Z,1
SEC,NI225,null,2015-05-06T08:00:00Z,1
SEC,NI225,null,2015-07-20T08:00:00Z,1
SEC,NI225,null,2015-09-21T08:00:00Z,1
SEC,NI225,null,2015-09-22T08:00:00Z,1
SEC,NI225,null,2015-09-23T08:00:00Z,1
SEC,NI225,null,2015-10-12T08:00:00Z,1
SEC,NI225,null,2015-11-03T09:00:00Z,1
SEC,NI225,null,2015-11-23T09:00:00Z,1
SEC,NI225,null,2015-12-23T09:00:00Z,1
SEC,NI225,null,2015-12-31T09:00:00Z,1
SEC,NI225,null,2016-01-11T09:00:00Z,1
SEC,NI225,null,2016-02-11T09:00:00Z,1
SEC,NI225,null,2016-03-21T09:00:00Z,1
SEC,NI225,null,2016-04-29T08:00:00Z,1
SEC,NI225,null,2016-05-03T08:00:00Z,1
SEC,NI225,null,2016-05-04T08:00:00Z,1
SEC,NI225,null,2016-05-05T08:00:00Z,1
SEC,NI225,null,2016-07-18T08:00:00Z,1
SEC,NI225,null,2016-08-11T08:00:00Z,1
SEC,NI225,null,2016-09-19T08:00:00Z,1
SEC,NI225,null,2016-09-22T08:00:00Z,1
SEC,NI225,null,2016-10-10T08:00:00Z,1
SEC,NI225,null,2016-11-03T09:00:00Z,1
SEC,PX1,null,2015-01-02T09:00:00Z,1
SEC,PX1,null,2016-06-06T08:00:00Z,1
SEC,PX1,null,2016-06-07T08:00:00Z,1
SEC,PX1,null,2016-06-08T08:00:00Z,1
SEC,SENSEX,null,2010-11-17T09:00:00Z,1
SEC,SENSEX,null,2010-12-17T09:00:00Z,1
SEC,SENSEX,null,2011-01-26T09:00:00Z,1
SEC,SENSEX,null,2011-03-02T09:00:00Z,1
SEC,SENSEX,null,2011-04-12T08:00:00Z,1
SEC,SENSEX,null,2011-04-14T08:00:00Z,1
SEC,SENSEX,null,2011-08-15T08:00:00Z,1
SEC,SENSEX,null,2011-08-31T08:00:00Z,1
SEC,SENSEX,null,2011-09-01T08:00:00Z,1
SEC,SENSEX,null,2011-10-06T08:00:00Z,1
SEC,SENSEX,null,2011-10-27T08:00:00Z,1
SEC,SENSEX,null,2011-11-07T09:00:00Z,1
SEC,SENSEX,null,2011-11-10T09:00:00Z,1
SEC,SENSEX,null,2011-12-06T09:00:00Z,1
SEC,SENSEX,null,2012-01-09T09:00:00Z,1
SEC,SENSEX,null,2012-01-26T09:00:00Z,1
SEC,SENSEX,null,2012-02-20T09:00:00Z,1
SEC,SENSEX,null,2012-03-08T09:00:00Z,1
SEC,SENSEX,null,2012-04-05T08:00:00Z,1
SEC,SENSEX,null,2012-08-15T08:00:00Z,1
SEC,SENSEX,null,2012-08-20T08:00:00Z,1
SEC,SENSEX,null,2012-09-19T08:00:00Z,1
SEC,SENSEX,null,2012-10-02T08:00:00Z,1
SEC,SENSEX,null,2012-10-24T08:00:00Z,1
SEC,SENSEX,null,2012-10-26T08:00:00Z,1
SEC,SENSEX,null,2012-11-14T09:00:00Z,1
SEC,SENSEX,null,2012-11-28T09:00:00Z,1
SEC,SENSEX,null,2013-03-27T09:00:00Z,1
SEC,SENSEX,null,2013-04-19T08:00:00Z,1
SEC,SENSEX,null,2013-04-24T08:00:00Z,1
SEC,SENSEX,null,2013-08-09T08:00:00Z,1
SEC,SENSEX,null,2013-08-15T08:00:00Z,1
SEC,SENSEX,null,2013-09-09T08:00:00Z,1
SEC,SENSEX,null,2013-09-30T08:00:00Z,1
SEC,SENSEX,null,2013-10-02T08:00:00Z,1
SEC,SENSEX,null,2013-10-16T08:00:00Z,1
SEC,SENSEX,null,2013-11-04T09:00:00Z,1
SEC,SENSEX,null,2013-11-14T09:00:00Z,1
SEC,SENSEX,null,2013-11-15T09:00:00Z,1
SEC,SENSEX,null,2013-11-25T09:00:00Z,1
SEC,SENSEX,null,2014-02-27T09:00:00Z,1
SEC,SENSEX,null,2014-03-17T09:00:00Z,1
SEC,SENSEX,null,2014-04-08T08:00:00Z,1
SEC,SENSEX,null,2014-04-14T08:00:00Z,1
SEC,SENSEX,null,2014-04-24T08:00:00Z,1
SEC,SENSEX,null,2014-07-29T08:00:00Z,1
SEC,SENSEX,null,2014-08-15T08:00:00Z,1
SEC,SENSEX,null,2014-08-29T08:00:00Z,1
SEC,SENSEX,null,2014-10-02T08:00:00Z,1
SEC,SENSEX,null,2014-10-03T08:00:00Z,1
SEC,SENSEX,null,2014-10-06T08:00:00Z,1
SEC,SENSEX,null,2014-10-15T08:00:00Z,1
SEC,SENSEX,null,2014-10-24T08:00:00Z,1
SEC,SENSEX,null,2014-11-04T09:00:00Z,1
SEC,SENSEX,null,2014-11-06T09:00:00Z,1
SEC,SENSEX,null,2015-01-26T09:00:00Z,1
SEC,SENSEX,null,2015-02-17T09:00:00Z,1
SEC,SENSEX,null,2015-03-06T09:00:00Z,1
SEC,SENSEX,null,2015-04-02T08:00:00Z,1
SEC,SENSEX,null,2015-04-14T08:00:00Z,1
SEC,SENSEX,null,2015-09-17T08:00:00Z,1
SEC,SENSEX,null,2015-09-25T08:00:00Z,1
SEC,SENSEX,null,2015-10-02T08:00:00Z,1
SEC,SENSEX,null,2015-10-22T08:00:00Z,1
SEC,SENSEX,null,2015-11-12T09:00:00Z,1
SEC,SENSEX,null,2015-11-25T09:00:00Z,1
SEC,SENSEX,null,2016-01-26T09:00:00Z,1
SEC,SENSEX,null,2016-03-07T09:00:00Z,1
SEC,SENSEX,null,2016-03-24T09:00:00Z,1
SEC,SENSEX,null,2016-04-14T08:00:00Z,1
SEC,SENSEX,null,2016-04-15T08:00:00Z,1
SEC,SENSEX,null,2016-04-19T08:00:00Z,1
SEC,SENSEX,null,2016-07-06T08:00:00Z,1
SEC,SENSEX,null,2016-08-15T08:00:00Z,1
SEC,SENSEX,null,2016-09-05T08:00:00Z,1
SEC,SENSEX,null,2016-09-13T08:00:00Z,1
SEC,SENSEX,null,2016-10-11T08:00:00Z,1
SEC,SENSEX,null,2016-10-12T08:00:00Z,1
SEC,SENSEX,null,2016-10-31T09:00:00Z,1
SEC,SENSEX,null,2016-11-14T09:00:00Z,1
SEC,PX4,null,2015-01-02T09:00:00Z,1
SEC,PX4,null,2016-06-06T08:00:00Z,1
SEC,PX4,null,2016-06-07T08:00:00Z,1
SEC,PX4,null,2016-06-08T08:00:00Z,1
SEC,SMI,null,2010-12-24T09:00:00Z,1
SEC,SMI,null,2010-12-31T09:00:00Z,1
SEC,SMI,null,2011-06-02T08:00:00Z,1
SEC,SMI,null,2011-06-13T08:00:00Z,1
SEC,SMI,null,2011-08-01T08:00:00Z,1
SEC,SMI,null,2012-01-02T09:00:00Z,1
SEC,SMI,null,2012-05-17T08:00:00Z,1
SEC,SMI,null,2012-05-28T08:00:00Z,1
SEC,SMI,null,2012-08-01T08:00:00Z,1
SEC,SMI,null,2012-12-24T09:00:00Z,1
SEC,SMI,null,2012-12-31T09:00:00Z,1
SEC,SMI,null,2013-01-02T09:00:00Z,1
SEC,SMI,null,2013-05-09T08:00:00Z,1
SEC,SMI,null,2013-05-20T08:00:00Z,1
SEC,SMI,null,2013-08-01T08:00:00Z,1
SEC,SMI,null,2013-12-24T09:00:00Z,1
SEC,SMI,null,2013-12-31T09:00:00Z,1
SEC,SMI,null,2014-01-02T09:00:00Z,1
SEC,SMI,null,2014-05-29T08:00:00Z,1
SEC,SMI,null,2014-06-09T08:00:00Z,1
SEC,SMI,null,2014-08-01T08:00:00Z,1
SEC,SMI,null,2014-12-24T09:00:00Z,1
SEC,SMI,null,2014-12-31T09:00:00Z,1
SEC,SMI,null,2015-01-02T09:00:00Z,1
SEC,SMI,null,2015-05-14T08:00:00Z,1
SEC,SMI,null,2015-05-25T08:00:00Z,1
SEC,SMI,null,2015-12-24T09:00:00Z,1
SEC,SMI,null,2015-12-31T09:00:00Z,1
SEC,SMI,null,2016-05-05T08:00:00Z,1
SEC,SMI,null,2016-05-16T08:00:00Z,1
SEC,SMI,null,2016-08-01T08:00:00Z,1
SEC,HSI,null,2010-12-27T09:00:00Z,1
SEC,HSI,null,2011-02-03T09:00:00Z,1
SEC,HSI,null,2011-02-04T09:00:00Z,1
SEC,HSI,null,2011-04-05T08:00:00Z,1
SEC,HSI,null,2011-05-02T08:00:00Z,1
SEC,HSI,null,2011-05-10T08:00:00Z,1
SEC,HSI,null,2011-06-06T08:00:00Z,1
SEC,HSI,null,2011-07-01T08:00:00Z,1
SEC,HSI,null,2011-09-13T08:00:00Z,1
SEC,HSI,null,2011-09-29T08:00:00Z,1
SEC,HSI,null,2011-10-05T08:00:00Z,1
SEC,HSI,null,2011-12-27T09:00:00Z,1
SEC,HSI,null,2012-01-02T09:00:00Z,1
SEC,HSI,null,2012-01-23T09:00:00Z,1
SEC,HSI,null,2012-01-24T09:00:00Z,1
SEC,HSI,null,2012-01-25T09:00:00Z,1
SEC,HSI,null,2012-04-04T08:00:00Z,1
SEC,HSI,null,2012-07-02T08:00:00Z,1
SEC,HSI,null,2012-10-01T08:00:00Z,1
SEC,HSI,null,2012-10-02T08:00:00Z,1
SEC,HSI,null,2012-10-23T08:00:00Z,1
SEC,HSI,null,2013-02-11T09:00:00Z,1
SEC,HSI,null,2013-02-12T09:00:00Z,1
SEC,HSI,null,2013-02-13T09:00:00Z,1
SEC,HSI,null,2013-03-01T09:00:00Z,1
SEC,HSI,null,2013-04-04T08:00:00Z,1
SEC,HSI,null,2013-05-17T08:00:00Z,1
SEC,HSI,null,2013-06-12T08:00:00Z,1
SEC,HSI,null,2013-07-01T08:00:00Z,1
SEC,HSI,null,2013-08-14T08:00:00Z,1
SEC,HSI,null,2013-09-20T08:00:00Z,1
SEC,HSI,null,2013-10-01T08:00:00Z,1
SEC,HSI,null,2013-10-14T08:00:00Z,1
SEC,HSI,null,2014-01-31T09:00:00Z,1
SEC,HSI,null,2014-02-03T09:00:00Z,1
SEC,HSI,null,2014-05-06T08:00:00Z,1
SEC,HSI,null,2014-06-02T08:00:00Z,1
SEC,HSI,null,2014-07-01T08:00:00Z,1
SEC,HSI,null,2014-09-09T08:00:00Z,1
SEC,HSI,null,2014-10-01T08:00:00Z,1
SEC,HSI,null,2014-10-02T08:00:00Z,1
SEC,HSI,null,2015-02-19T09:00:00Z,1
SEC,HSI,null,2015-02-20T09:00:00Z,1
SEC,HSI,null,2015-04-07T08:00:00Z,1
SEC,HSI,null,2015-05-25T08:00:00Z,1
SEC,HSI,null,2015-07-01T08:00:00Z,1
SEC,HSI,null,2015-09-03T08:00:00Z,1
SEC,HSI,null,2015-09-28T08:00:00Z,1
SEC,HSI,null,2015-10-01T08:00:00Z,1
SEC,HSI,null,2015-10-21T08:00:00Z,1
SEC,HSI,null,2016-02-08T09:00:00Z,1
SEC,HSI,null,2016-02-09T09:00:00Z,1
SEC,HSI,null,2016-02-10T09:00:00Z,1
SEC,HSI,null,2016-04-04T08:00:00Z,1
SEC,HSI,null,2016-05-02T08:00:00Z,1
SEC,HSI,null,2016-06-09T08:00:00Z,1
SEC,HSI,null,2016-07-01T08:00:00Z,1
SEC,HSI,null,2016-08-02T08:00:00Z,1
SEC,HSI,null,2016-09-16T08:00:00Z,1
SEC,HSI,null,2016-10-10T08:00:00Z,1
SEC,HSI,null,2016-10-21T08:00:00Z,1
